UP: 10 madrassa students held for violence in anti-CAA stir in Muzaffarnagar granted bail,2020-01-05T12:10:13+05:30,PTI,CAA protests,https://indianexpress.com/article/india/up-10-madrassa-students-held-for-violence-in-anti-caa-stir-in-muzaffarnagar-granted-bail-6200437/
Maharashtra: Uddhav Thackeray’s Rs 10 meal scheme to be rolled out on January 26,2020-01-05T11:16:18+05:30,Vishwas Waghmode,,https://indianexpress.com/article/india/maharashtra-uddhav-thackerays-rs-10-meal-scheme-to-be-rolled-out-on-january-26-6200452/
"Three more infant deaths at Kota hospital, toll rises to 110",2020-01-05T10:09:36+05:30,Express Web Desk,"Ashok Gehlot, Congress, Sachin Pilot",https://indianexpress.com/article/india/rajasthan-kota-infant-death-toll-jk-lon-hospital-6200339/
"Fresh snow, rainfall in Himachal Pradesh",2020-01-05T09:55:33+05:30,Express News Service,,https://indianexpress.com/article/india/fresh-snow-rainfall-in-himachal-pradesh-6200352/
Mere theatrics to cover up their own trail of misdeeds: Punjab CM Amarinder Singh,2020-01-05T09:48:52+05:30,Express News Service,Punjab CM,https://indianexpress.com/article/india/mere-theatrics-to-cover-up-their-own-trail-of-misdeeds-punjab-cm-amarinder-singh-6200347/
Punjab: Horticulture emerges as viable Plan B for marginal farmers,2020-01-05T09:43:20+05:30,Anju Agnihotri Chaba,,https://indianexpress.com/article/india/punjab-horticulture-emerges-as-viable-plan-b-for-marginal-farmers-6200290/
"Maharashtra: Tug of war over portfolios ends; Ajit Pawar gets Finance, Environment with Aaditya",2020-01-05T15:18:54+05:30,Express Web Desk,"Maharashtra government, Uddhav Thackeray",https://indianexpress.com/article/india/maharashtra-portfolio-allocation-6196271/
Maharashtra Governor Bhagat Singh Koshyari approves allocation of portfolios,2020-01-05T09:12:53+05:30,Express Web Desk,"Bhagat Singh Koshyari, NCP, shiv sena",https://indianexpress.com/article/india/maharashtra-governor-bhagat-singh-koshyari-approves-allocation-of-portfolios-6200284/
CAA’s significance has become apparent: Punjab BJP president Shwait Malik,2020-01-05T09:10:31+05:30,Kamaldeep Singh Brar,,https://indianexpress.com/article/india/caas-significance-has-become-apparent-punjab-bjp-president-shwait-malik-6200266/
"In Meerut, police say those who died killed by other rioters",2020-01-05T06:57:31+05:30,Apurva Vishwanath,"CAA protests, Uttar Pradesh",https://indianexpress.com/article/india/in-meerut-police-say-those-who-died-killed-by-other-rioters-6200064/
"Three years after demonetisation, a 75-yr-old realises her money is worth nothing",2020-01-05T11:23:59+05:30,Arun Janardhanan,"Demonetisation, Tamil Nadu",https://indianexpress.com/article/india/a-footnote-6199985/
Sachin raps his govt on Kota deaths: ‘We could have been more sensitive’,2020-01-05T05:05:10+05:30,Deep Mukherjee,"Kota, Sachin Pilot",https://indianexpress.com/article/india/sachin-pilot-rajasthan-kota-children-deaths-6200109/
Take 5: ‘No takers for the goods… We have to stay on guard’,2020-01-05T04:55:46+05:30,Santosh Singh,"Lalu Prasad Yadav, Tej Pratap Yadav",https://indianexpress.com/article/india/take-5-no-takers-for-the-goods-we-have-to-stay-on-guard-tej-pratap-yadav-aishwarya-divorce-6199991/
Anti-nationals to rape to ‘Islamic’ Taj: IIT-K prof’s gems,2020-01-05T15:16:37+05:30,Ritika Chopra,"Faiz Ahmed Faiz, IIT kanpur, Kanhaiya Kumar",https://indianexpress.com/article/india/faiz-ahmed-faiz-iit-kanpur-professor-vashi-mant-sharma-books-anti-nations-rape-islamic-taj-6200039/
