Kerala approves Rs 1.3 crore compensation to ex-ISRO scientist Nambi Naryanan," 27 December, 2019 9:52 am IST",ANI,"ANI wire, ISRO, Nambi Narayan",https://theprint.in/india/kerala-approves-rs-1-3-crore-compensation-to-ex-isro-scientist-nambi-naryanan/341362/
"High court tells IIT Guwahati to refund Rs 1,500 ‘alumni fee’ to 8 students"," 27 December, 2019 9:29 am IST",Kritika Sharma,"HRD Ministry, IIT Delhi, IIT Guwahati, IITs",https://theprint.in/india/education/high-court-tells-iit-guwahati-to-refund-rs-1500-alumni-fee-to-8-students/340903/
India’s bumper cane crop will cause a global sugar glut again in 2020," 27 December, 2019 9:24 am IST",Pratik Parija,"Bloomberg wire, sugar, Sugarcane farmers",https://theprint.in/india/indias-bumper-cane-crop-will-cause-a-global-sugar-glut-again-in-2020/341338/
"Airbus delays partly to blame for our flight problems, GoAir says"," 27 December, 2019 8:35 am IST",Anurag Kotoky,"Airbus, Bloomberg wire, GoAir",https://theprint.in/india/airbus-delays-partly-to-blame-for-our-flight-problems-goair-says/341323/
"Govt warns pharma firms after report says doctors bribed with women, foreign trips, gadgets"," 27 December, 2019 8:16 am IST",Himani Chandna,"Department of Pharmaceuticals, Narendra Modi",https://theprint.in/india/govt-warns-pharma-firms-after-report-says-doctors-bribed-with-women-foreign-trips-gadgets/340737/
NIA sends activist Akhil Gogoi to 14-day judicial remand," 26 December, 2019 9:34 pm IST",PTI,"Akhil Gogoi, Citizenship Amendment Act, PTI wire",https://theprint.in/india/nia-sends-activist-akhil-gogoi-to-14-day-judicial-remand/341292/
Ladakh drops Martyrs’ Day & Sheikh Abdullah’s birth anniversary from state holiday list," 26 December, 2019 9:25 pm IST",Azaan Javaid,"Jammu and Kashmir, Ladakh, Martyrs Day, Sheikh Abdullah",https://theprint.in/india/ladakh-drops-martyrs-day-sheikh-abdullahs-birth-anniversary-from-state-holiday-list/341284/
"3,000 Dalits in Tamil Nadu to convert to Islam over ‘govt inaction after caste wall’ collapse"," 26 December, 2019 7:52 pm IST",Rohini Swamy,"atrocities against Dalits, Dalits, Tamil Nadu",https://theprint.in/india/3000-dalits-in-tamil-nadu-to-convert-to-islam-over-govt-inaction-after-caste-wall-collapse/341206/
"After BJP, RSS now comes up with campaign to dispel ‘misinformation’ about Citizenship Act"," 26 December, 2019 7:43 pm IST",Neelam Pandey,"BJP, Citizenship Amendment Act, Citizenship Amendment Act protests, RSS",https://theprint.in/india/after-bjp-rss-now-comes-up-with-campaign-to-dispel-misinformation-about-citizenship-act/341197/
Celebrities from Hindi film industry seek judicial probe into violence during UP protests," 26 December, 2019 6:59 pm IST",PTI,"CAA, Citizenship Amendment Bill, Mohammed Zeeshan Ayyub, PTI wire, Swara Bhaskar",https://theprint.in/india/celebrities-from-hindi-film-industry-seek-judicial-probe-into-violence-during-up-protests/341187/
"1,113 arrests, 5,558 preventive detentions, 19 dead: The impact of CAA protests in UP"," 26 December, 2019 5:54 pm IST",PTI,"CAA, CAA protests, PTI wire",https://theprint.in/india/1113-arrests-5558-preventive-detentions-19-dead-the-impact-of-caa-protests-in-up/341175/
Kashmir not a place of terrorism: Advisor to Jammu & Kashmir L-G Murmu calls Bollywood," 26 December, 2019 5:54 pm IST",PTI,"Bollywood, Farooq Khan, Jammu and Kashmir, PTI wire",https://theprint.in/india/kashmir-not-a-place-of-terrorism-advisor-to-jammu-kashmir-l-g-murmu-calls-bollywood/341138/
"Raveena Tandon, Farah Khan, Bharti Singh booked for ‘hurting religious sentiments’"," 26 December, 2019 5:42 pm IST",PTI,"FIR, PTI wire, Raveena Tandon",https://theprint.in/india/raveena-tandon-farah-khan-bharti-singh-booked-for-hurting-religious-sentiments/341139/
Police to seek FBI help to recover Varavara Rao’s hard disk data in Elgar Parishad case," 26 December, 2019 5:16 pm IST",PTI,"Elgar Parishad, FBI, PTI wire, Varavara Rao",https://theprint.in/india/police-to-seek-fbi-help-to-recover-varavara-raos-hard-disk-data-in-elgar-parishad-case/341147/
"Congress-led opposition created confusion on CAA, disrupted peace in Delhi: Amit Shah"," 26 December, 2019 4:17 pm IST",PTI,"Amit Shah, Citizenship Amendment Act, PTI wire",https://theprint.in/india/congress-led-opposition-created-confusion-on-caa-disrupted-peace-in-delhi-amit-shah/341093/
"UGC makes it mandatory for PhD students to learn about research ethics, plagiarism"," 26 December, 2019 3:54 pm IST",Kritika Sharma,"PhD, University Grants Commission",https://theprint.in/india/education/ugc-makes-it-mandatory-for-phd-students-to-learn-about-research-ethics-plagiarism/341067/
People leading crowds carrying out arson during protests not true leaders: Army chief Rawat," 26 December, 2019 2:33 pm IST",PTI,"CAA protests, General Bipin Rawat, PTI wire",https://theprint.in/india/people-leading-crowds-carrying-out-arson-during-protests-not-true-leaders-army-chief-rawat/341041/
